Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,100n,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,101.9,-81.2,90.0,top
C10,1uF,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,101.2,-96.9,180.0,top
C11,100n,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,116.2,-93.1,180.0,top
C12,1uF,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,116.2,-96.9,180.0,top
C13,100n,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,131.9,-96.2,90.0,top
C14,1uF,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,128.1,-96.2,90.0,top
C15,100n,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,143.8,-96.9,0.0,top
C16,1uF,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,143.8,-93.1,0.0,top
C17,100n,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,101.2,-108.1,180.0,top
C18,1uF,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,101.2,-111.9,180.0,top
C19,100n,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,113.1,-108.8,-90.0,top
C2,1uF,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,98.1,-81.2,90.0,top
C20,1uF,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,116.9,-108.8,-90.0,top
C21,100n,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,128.8,-111.9,0.0,top
C22,1uF,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,128.8,-108.1,0.0,top
C23,100n,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,143.8,-111.9,0.0,top
C24,1uF,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,143.8,-108.1,0.0,top
C25,100n,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,101.2,-123.1,180.0,top
C26,1uF,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,101.2,-126.9,180.0,top
C27,100n,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,113.1,-123.8,-90.0,top
C28,1uF,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,116.9,-123.8,-90.0,top
C29,100n,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,128.1,-123.8,-90.0,top
C3,100n,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,116.9,-81.2,90.0,top
C30,1uF,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,131.9,-123.8,-90.0,top
C31,100n,C_0402_1005Metric_Pad0.74x0.62mm_HandSolder,143.1,-123.8,-90.0,top
