Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
ADC1,MAX11632EEGT,MAX11632EEGT,169.25,-105.25,270.0,bottom
C1,100n,C0603,169.05,-106.55,180.0,top
FPC1,AFC01-S12FCA-00,FPC-SMD_AFC01-S12FCA-00,168.1,-124.184999,0.0,top
MUX1,CD74HC4067SM,SSOP-24_5.3x8.2mm_P0.65mm,169.249999,-120.95,270.0,bottom
RN1,R_Pack04,R_Array_Convex_4x0402,172.4,-108.75,-90.0,top
RN2,R_Pack04,R_Array_Convex_4x0402,170.4,-115.75,90.0,top
RN3,R_Pack04,R_Array_Convex_4x0402,168.85,-108.75,-90.0,top
RN4,R_Pack04,R_Array_Convex_4x0402,167.1,-115.75,90.0,top
